MCN11QP,ORDINARY DIFFERENTIAL EQUATIONS,"Ordinary Differential Equations (ODEs) are a fundamental part of the mathematical vocabulary used to describe changes in the natural world. This course presents classical methods for finding exact solutions and numerical methods which yield precise but approximate quantitative information. Qualitative analysis will also feature slope fields and phase portraits. Applications include Vertical Motion, Exponential Growth and Half-Life, Newton’s Law of Cooling, Mixture Problems, Predator/Prey interactions, Electrical Networks, Flight trajectories, and the Massspring-dashpot system. Students will be taught the concepts of an initial value problem and solution using techniques that involve characteristic equations, exponential response formula, Laplace transform, complex arithmetic, variation of parameters, integrating factors, undetermined coefficients, and the matrix eigenvalue method. Students will be taught to solve first, second, and higher order homogeneous and non-homogeneous linear ODEs along with systems of linear equations. Numerical methods will include Euler's Method and the RungeKutta Method. This course work is required for all STEM majors.",mathematics,(5 periods per week for one year – Qualified Entry required),POST AP,Prerequisite: AP Calculus BC (MCN11XB),
MKN11CAI,Artificial Intelligence for Game Programming,"In this course, students will study the basic algorithms of artificial intelligence and machine learning through hands-on coding assignments and real-world projects, culminating in programming their own video games with AI and ML. The course covers languages and scripting that enable AI for a range of use cases, including agent movements, pathfinding, decision making, board game strategy, and reinforcement learning. Students will also explore how game programs learn responses and generate plans and movements based on players' actions.",mathematics,(5 periods per week for one year),POST AP,Prerequisite: Advanced Placement Computer Science course (MKN11X),
MKS22CA,APP DEVELOPMENT,"Students will apply their knowledge of Computer Science concepts to app development and programming. The development will be based primarily on Android. The ideas that will be discussed include data management, matrices, and practical application. Students will utilize the concepts covered to develop apps by the end of the course.",mathematics,(5 periods per week for one year),POST AP,Prerequisite: Advanced Placement Computer Science course (MKN11X),
MQN11QG,"GAME THEORY, DECISION MAKING, AND OPTIMIZATION","Game theory is a field of mathematics that deals with strategies in competitive situations. It is used extensively in economics, finance, political science, and even in areas such as biology. In a way, it can be seen as mathematical psychology, as we will try to use mathematics to model behavior. This course will be split into two major interrelated components. The first will be traditional game theory. This part will cover topics ranging from elementary game theory (static with perfect information) to more advanced topics (extensive/dynamic with imperfect information). We will also discuss issues such as trust and fairness. The second will be mathematical modeling focusing on economics, decision-making, and optimization. Students will learn how agents (individuals, firms, countries, etc.) make decisions regarding consumption and production, especially in the face of uncertainty. This course is for students interested in business, economics, psychology, and behavior analysis. Students will use a wide range of mathematics, from introductory algebra to calculus. They will develop skills in research and justification as they learn different mathematical models. By the end of this course, students will have an advanced understanding of game theory, economics, and mathematical modeling.",mathematics,(5 periods per week for one year – Qualified Entry required),,Prerequisite or corequisite: AP Calculus AB (MSN11XA) or AP Calculus BC (MCN11XB),
MSN11CV,FINANCIAL AND ACTUARIAL MATHEMATICS,"Actuaries are consistently ranked among the happiest people in their profession, yet very few - 25 - have even heard of the word! This course is intended to introduce students to the profession, especially the mathematics required to become a successful Actuary. From learning about fundamental concepts and applications of financial mathematics, applying probability concepts and applications of financial mathematics, and applying probability and statistics to assess risk, this course will open your eyes to a great career opportunity. This course will be split into two major components. The first will focus on financial concepts such as the present and the accumulated value of cash flows and the idea of asset/liability management. The second will use probability distributions to predict when events (good or bad) might occur in a business situation. For example, insurance companies may hire an Actuary to anticipate future payouts, the timing of claims, or how many claims will be submitted within a given time. This course will arm students with the proper tools to manage risk through mathematical and statistical modeling.",mathematics,(5 periods per week for one year – Qualified Entry required),,Prerequisite or corequisite: MSN11X,
MCN11C,CALCULUS,This course covers the scope of a first-year college calculus course. It is designed for seniors who have completed Precalculus and are not taking Advanced Placement Calculus.,mathematics,(5 periods per week for one year. Open enrollment class.),,Prerequisite: Precalculus (MPN11/MPN11H),
MQN11QA,ALGORITHMS,"ALGORITHMS are everywhere. They play the stock market, decide whether you can have a mortgage, and drive your car for you one day. Even Google is an algorithm – a search Algorithm. Algorithms are recipes for solving computational problems. Algorithms are for students with interest in theoretical computer science. There will be a heavy emphasis on proof, as students will analyze the effectiveness and efficiency of the algorithms present and the algorithms created. In this course, we will study fundamental algorithms. More importantly, we will focus on general design and analysis techniques that underlie these algorithms. Students will also learn to implement data structures, which help us organize large amounts of information and develop the algorithms necessary to build and maintain them.",mathematics,(5 periods per week for one year – Qualified Entry required),,Prerequisite: Algebra 2 (MRN11) and Coding for All (MKS11),
MQN41,9th GRADE MATH TEAM,"Math Team class is designed for students who are enthusiastic about mathematics and enjoy exploring challenging problems. It is open for students of a wide range of abilities who would like to bring their problem-solving skills to the highest level! There are 34 seats available for each level (Sophomore, Junior, and Senior). Thus, math team enrollment is based on the qualifying exam results. The teams enter several local and national competitions such as AMC, NYML, NYCIML, and ARML. The class is during 6th-period lunch, and students are permitted to eat lunch in class. Math Team students learn excellent research and problem-solving skills, which significantly boost their test-taking strategies and analytical thinking valuable for any research program beyond the classroom. Math Team credit on your transcript and participation in the competitions makes you better suited for further study in STEM fields in college and beyond.",mathematics,(Up to 5 periods per week for one-year Final team selection is determined by a qualifying exam – taken in lieu of lunch),,,
MQN42,SOPHOMORE MATH TEAM,"Math Team class is designed for students who are enthusiastic about mathematics and enjoy exploring challenging problems. It is open for students of a wide range of abilities who would like to bring their problem-solving skills to the highest level! There are 34 seats available for each level (Sophomore, Junior, and Senior). Thus, math team enrollment is based on the qualifying exam results. The teams enter several local and national competitions such as AMC, NYML, NYCIML, and ARML. The class is during 6th-period lunch, and students are permitted to eat lunch in class. Math Team students learn excellent research and problem-solving skills, which significantly boost their test-taking strategies and analytical thinking valuable for any research program beyond the classroom. Math Team credit on your transcript and participation in the competitions makes you better suited for further study in STEM fields in college and beyond.",mathematics,(Up to 5 periods per week for one-year Final team selection is determined by a qualifying exam – taken in lieu of lunch),,,
MQN43,JUNIOR MATH TEAM,"Math Team class is designed for students who are enthusiastic about mathematics and enjoy exploring challenging problems. It is open for students of a wide range of abilities who would like to bring their problem-solving skills to the highest level! There are 34 seats available for each level (Sophomore, Junior, and Senior). Thus, math team enrollment is based on the qualifying exam results. The teams enter several local and national competitions such as AMC, NYML, NYCIML, and ARML. The class is during 6th-period lunch, and students are permitted to eat lunch in class. Math Team students learn excellent research and problem-solving skills, which significantly boost their test-taking strategies and analytical thinking valuable for any research program beyond the classroom. Math Team credit on your transcript and participation in the competitions makes you better suited for further study in STEM fields in college and beyond.",mathematics,(Up to 5 periods per week for one-year Final team selection is determined by a qualifying exam – taken in lieu of lunch),,,
MQN44,SENIOR MATH TEAM,"Math Team class is designed for students who are enthusiastic about mathematics and enjoy exploring challenging problems. It is open for students of a wide range of abilities who would like to bring their problem-solving skills to the highest level! There are 34 seats available for each level (Sophomore, Junior, and Senior). Thus, math team enrollment is based on the qualifying exam results. The teams enter several local and national competitions such as AMC, NYML, NYCIML, and ARML. The class is during 6th-period lunch, and students are permitted to eat lunch in class. Math Team students learn excellent research and problem-solving skills, which significantly boost their test-taking strategies and analytical thinking valuable for any research program beyond the classroom. Math Team credit on your transcript and participation in the competitions makes you better suited for further study in STEM fields in college and beyond.",mathematics,(Up to 5 periods per week for one-year Final team selection is determined by a qualifying exam – taken in lieu of lunch),,,
MQN21QJ,JUNIOR MATHEMATICS/COMPUTER SCIENCE RESEARCH,Students continue work on their individual independent research projects. They present progress report during the fall semester and write a draft of their research paper in the spring semester. Students are expected to devote part of the summer between their junior and senior year to working on their research project.,research,(Up to 3 periods per week for 1 year – Qualified Entry required. Additional class),,,
MQN22QJ,SENIOR MATHEMATICS/COMPUTER SCIENCE RESEARCH,"Students complete work on their individual independent research projects in the form of a scientific research paper which they will submit to Siemens, Regeneron STS, NYCSEF, JSHS and other competitions during the fall semester. Students will present at a research seminar during the spring semester and provide mentorship to sophomore and junior research students",research,(Up to 3 periods per week for 1 year – Elective Minor - Qualified Entry required),,,
SWS11QJ,9th GRADE RESEARCH,"Students will learn the basic skills of scientific investigation and scientific writing by completing a research project. Students research a topic; formulate hypotheses; design and carry out their own experiments; organize, analyze and apply statistics to their data; draw valid conclusions; and communicate their results orally and in writing. The course culminates in writing a term paper in the form of a scientific article.",research,(5 periods per week for 1 semester. Offered jointly with the Physical Science and Engineering Department. 9th Grade Foundational course),,,
SLN11,REGENTS BIOLOGY,This is a general introductory biology course encompassing the New York State Regents Syllabus in the Living Environment. Emphasis is placed on developing concepts through the scientific method and laboratory exercises are stressed. The Living Environment Regents is taken in June.,biology,(7 periods per week for 1 year – Open Enrollment course),,,
SLN11H,HONORS REGENTS BIOLOGY,"While encompassing the New York State Regents Syllabus in the Living Environment, this course differs from Regents Biology by being more extensive and more intensive. Additional topics and labs are included. The Living Environment Regents is taken in June.",biology,"(10 periods per week one year - Qualified Entry required, taken instead of Regents Biology)",,,
SQN22QJ,SENIOR BIOLOGY AND PHYSICAL SCIENCE and Engineering/ENGINEERING RESEARCH,"Students complete work on their individual independent research projects. The product of the research work is the scientific research paper. Students will submit their papers to Regeneron Science Talent Search, Terra NYC STEM Fair, Junior Science and Humanities Symposium (JSHS), and other competitions during the fall semester. Students will present a research seminar during the spring semester and provide mentorship to sophomore and junior research students.",research,(3 periods per week in the fall; 2 periods per week in the Spring – Qualified Entry required – Additional Class),POST AP,,
SBN11CG,POST AP BIOLOGY: ADVANCED GENETICS,"The field of genetics is currently being revolutionized and has been brought to the forefront of biology. This course provides students with a solid understanding of classical and molecular genetics. Topics covered in the course will include the race to discover DNA, DNA replication, gene transcription and translation, regulation of gene expression in prokaryotes and eukaryotes, DNA mutations and repair mechanisms, bacterial genetics, chromosomal structure and function, genome mapping, Mendelian inheritance and exceptions, and population genetics. Students will learn about recent advances in biotechnology that have genetic implications, including the Human Genome Project and advances in genetic engineering technology. Laboratory experiments involve isolating and transforming DNA from bacterial cells. Students will analyze transgenic animals to localize gene expression and protein function. Experiments involve breeding mutant Drosophila in order to discover Mendel’s classic laws of inheritance. State of the art advances will be introduced through field trips and guest speakers.",biology,"(6 periods per week for 1 year: 4 single periods, 1 double laboratory period – Qualified Entry required – May be taken as a Lab Science, 5th major, or additional class. Prerequisite: AP Biology)",POST AP,Prerequisite: AP Biology,
SBN11CD,POST AP BIOLOGY: ADVANCED EVOLUTION,"Lab Science, 5th major, or additional class. Prerequisite: AP Biology) As evolutionary biologist Theodosius Dobzhansky wrote in 1973, ""Nothing in biology makes sense except in the light of evolution."" This course provides a comprehensive introduction to evolutionary processes starting with the origin of life and progressing through the history of the diversification of life. Topics covered include the history of evolutionary theory, evidence for evolution, natural selection, population genetics, fitness and adaptation, species and speciation, the evolution of sex, how cooperation and conflict drive evolution, co-evolution, trends in macroevolution, mass extinctions and human evolution. Emphasis will be placed on how scientists study evolutionary mechanisms and patterns.",biology,"(6 periods per week for 1 year: 4 single periods, 1 double laboratory period – Qualified Entry required – May be taken as a Lab Science, 5th major, or additional class. Prerequisite: AP Biology)",POST AP,Prerequisite: AP Biology,
SBN11CP,POST-AP PSYCHOLOGY,"Post-AP Psychology is a deeper exploration into topics previously discovered in AP Psychology. Using a perspective-based approach we will explore such topics as mental disorders, brain physiology, gender roles, cognitive dissonance, death and dying, collective unconscious, gratitude, cultural differences, memory, behavior modification, social norms and selfactualization. Assessments for each perspective will be given and will include – papers, projects, presentations, tests, videos, experiments and other creative endeavors. The class strives to be student-directed and the topics will vary based on the interest and desires of the class. Come with a desire to explore, grow and share.",biology,(5 periods a week for 1 year – Qualified Entry – 5th major or additional class; NOT A LAB SCIENCE- This course does not fulfill the “Lab Science” requirement for seniors. Prerequisite: AP Psychology),POST AP,Prerequisite: AP Psychology,
SBN11XB,ADVANCED PLACEMENT BIOLOGY,"This course is equivalent to introductory Biology courses taught in colleges and universities. Fundamental concepts applicable to both plants and animals are selected. In lecture, biochemistry and molecular biology lay the groundwork for understanding all aspects of modern biology, from the cell through the ecosystem. In laboratory work, evolution is the integrating theme that focuses on the relationship of organisms to their environments. Students must have completed at least one year of chemistry. Students may take the Advanced Placement examination in May. Students who have not taken the Living Environment Regents Exam will take the Regents Exam in June.",biology,"(10 periods per week for 1 year– 5 double periods. Qualified Entry required – May be taken as a Lab Science, 5th major, or additional class. Prerequisite: Chemistry)",AP,Prerequisite: Chemistry,
SBN11XV,ADVANCED PLACEMENT ENVIRONMENTAL SCIENCE,"This course follows an introductory-level college syllabus. It provides students with the scientific principles, concepts, and methodologies required to understand the interrelationships of the natural world, to identify and analyze environmental problems both natural and man-made, and to evaluate alternative solutions for resolving them. Students have the opportunity to work on individual and group research projects, use computer technology and Internet resources, and visit natural areas in New York City parks. Laboratory investigations, debates, and simulations are included in the course activities. The course can be taken for college credit and/or Advanced Placement credit. Students may take the Advanced Placement examination in May.",biology,"(10 periods per week for 1 year: – 5 double periods – Qualified Entry required – May be taken as a Lab Science, 5th major, or additional class. Prerequisite: Living Environment or Regents Biology and Chemistry.)",AP,Prerequisite: Living Environment or Regents Biology and Chemistry,
SBN11XP,ADVANCED PLACEMENT PSYCHOLOGY,"Topics studied include neuroscience and behavior, child development, adolescence and adulthood, sensation, perception, states of consciousness, learning, memory, thinking and language, intelligence, motivation, emotion, personality, psychological disorders, therapy, stress and health, social psychology and statistical reasoning. Students may take the Advanced Placement examination in May.",biology,"(5 periods a week for 1 year –, 5th major or additional class but NOT A LAB SCIENCE- Qualified Entry required. Open to 11th and 12th graders. Prerequisite: Living Environment or Regents Biology)",AP,Prerequisite: Living Environment or Regents Biology,
SBN11UM,MICROBIOLOGY,"This level college introduction to microbiology will examine prokaryotic and eukaryotic microorganisms as well as viruses. Lessons focus on microbial anatomy and physiology of bacteria. Focusing on the genetic structure of various microbes, lessons cover bacterial genetics and the use of microbes in biotechnology. Students will learn about how microbes evolve, about their tremendous diversity, their ecology, their unusual habitats, their role in bioremediation, recycling, and food production. Students gain an understanding of host microbe interactions, immunity and human infectious diseases. They explore the development and use of vaccines and learn about immunological deficiencies, transplant conditions, allergic reactions and autoimmune conditions. Laboratory procedures include use of different types of media, staining methods, microscopic identification of organisms, biochemical tests to identify unknown bacteria, bacterial transformation, food and water quality testing. Upon satisfactory completion of the course, 3 college credits may be granted from the State University of New York at Albany. SUNY Albany will charge a fee (TBD). Financial assistance is available.",biology,"(5 periods per week for 1 year: 3 single periods, 1 double laboratory period - Open Enrollment course – May be taken as a Lab Science, 5th major, or additional class. Prerequisite: Living Environment or Regents Biology and Chemistry)",,Prerequisite: Living Environment or Regents Biology and Chemistry,
SBN11UN,NUTRITIONAL SCIENCE,"This course explores topics in nutrition and food science. The study of food and nutrients includes - 33 - discussion of their sources, chemistry, and metabolism. The effects of cooking on food are examined in the laboratory sessions in which basic culinary skills are learned along with ""kitchen chemistry."" Student interest leads to further investigation of special topics such as the mechanism of hunger, the development of new food products, the management of diet in health and disease, and the global problem of world food shortages. Each student does a personal diet evaluation, and enjoys sharing food projects with classmates. This is the only laboratory science in which you eat your experiments! ☺Upon satisfactory completion of the course, 3 college credits may be granted from The State University of New York at Albany for a fee (TBD). Financial assistance is available.",biology,"(5 periods per week for 1 year: 3 single periods, 1 double laboratory period. Open Enrollment course – May be taken as a Lab Science, 5th major, or additional class. Prerequisite: Living Environment or Regents Biology and Chemistry).",,Prerequisite: Living Environment or Regents Biology and Chemistry,
SBN11UF,FORENSIC SCIENCE,"Forensic Science is focused upon the application of scientific methods and the techniques to crime and law. Recent advances in scientific methods and principles have had an enormous impact upon law enforcement and the entire criminal justice system. This course is intended to provide an introduction to understanding the science behind crime detection. Scientific methods specifically relevant to crime detection and analysis will be presented with emphasis placed upon techniques used in evaluating physical evidence. Topics and laboratory investigations included are: crime scene investigations, fingerprinting, document and handwriting analysis, ballistics, serology, hair and fiber examination, botany, organic and inorganic evidence analysis, entomology, the role of the medical examiner, the forensic autopsy, anthropology, germ warfare, DNA analysis, psychology and profiling, toxicology, paint analysis, glass comparisons and fragmentation, arson investigations, tire and foot impressions and casts. Case studies and a current events approach will be used extensively. Upon satisfactory completion of the course, 4 college credits may be granted through Syracuse University for a fee (TBD). Financial assistance is available.",biology,"(5 periods per week for 1 year: 3 single periods, 1 double laboratory period - Open Enrollment course – May be taken as a Lab Science, 5th major, or additional class. Prerequisite: Living Environment or Regents Biology and Chemistry)",,Prerequisite: Living Environment or Regents Biology and Chemistry,
SBN11CC,MOLECULAR CELL BIOLOGY,"How do molecules fold and assemble together to build cells, trillions of which cooperate to build us? How do scientists know about the tiny, crowded, ordered, and complex world of cells? This course will explore life at the molecular and cellular level. Of particular interest to biology research students in biomedical fields, we will engage with cutting edge literature and laboratory techniques to learn how cells impose and maintain order, transmit signals, communicate, and form the tissues we know and love. Students will also learn about diseases of the disordered cell, such as cancer and aging. While this is a course in basic molecular cell biology, it will introduce students to many fields that contribute to our understanding of cells, including biochemistry, biophysics, genetics, immunology, neurobiology, developmental biology, and evolution. Students will be encouraged to use their new cellular knowledge to think about disease treatment, drug development, and bioengineering applications.",biology,"(6 periods per week for 1 year: 4 single periods, 1 double laboratory period; Qualified Entry required – May be taken as a Lab Science, 5th major, or additional class. Prerequisite: Living Environment or Regents Biology and Chemistry)",,Prerequisite: Chemistry; Suggested Pre or Corequisite: AP Biology,
SBN11CN,INTRODUCTION TO NEUROSCIENCE,"Often called the father of neuroscience, Santiago Ramon y Cajal, once said, ““As long as our brain is a mystery, the universe, the reflection of the structure of the brain, will also be a mystery.” Cajal was - 34 - the first to show that the brain is composed of individual cells touching each other. This course focuses on these specialized cells, and the cells with which these interact creating functional units, which interact forming vastly complicated structures and functions. The course highlights the relation of structure and function at various levels of neuronal integration. Topics include: functional neuroanatomy and neurophysiology, sensory and motor systems, neural processes in learning and memory, development and pathology. AP Biology is suggested as a pre or co-requisite, but not required.",biology,"(6 periods per week for 1 year: 4 single periods, 1 double laboratory period; Qualified Entry required – May be taken as a Lab Science, 5th major, or additional class. Prerequisite: Living Environment or Regents Biology and Chemistry)",,Prerequisite: Chemistry; Suggested Pre or Corequisite: AP Biology,
SBN11CE,EPIDEMIOLOGY,"This course is designed to introduce students to the field of epidemiology, the study of the distribution and causes of diseases in populations. The course will focus on approaches and activities that are used to study disease distribution from current infectious disease outbreaks (coronavirus, Ebola, Hepatitis A) to chronic disease surveillance (cancer, heart disease, etc.). Students will explore the characteristics of a range of specific disease agents, compare their impact on populations and examine national and global efforts to monitor and control disease. Students will learn about ways to prevent, diagnose, and treat disease. This is a good class to take if you are interested in a career in the medical field or in your own health. It is similar to an Epidemiology course taught in college and medical school. Microscopic examination of blood, parasites, and cancer cells, as well as blood typing, blood pressure measurement, urinalysis and a frog dissection are included.",biology,"(6 periods per week, including one double-period lab – Open Enrollment course – May be taken as a Lab Science, 5th major, or additional class. Prerequisite: Living Environment or Regents Biology and Chemistry)",,Prerequisite: Living Environment or Regents Biology and Chemistry,
SBN11QA,ANIMAL BEHAVIOR,"In this course we explore how and why animals do the things that they do, and how understanding the behavior of animals helps us to conserve species. We examine both the mechanisms of behaviors and how they have been shaped by natural selection over time. Specific topics include sensory biology, learning and cognition, cooperation, animal personality, sexual selection, and more. This course is scheduled at the end of the day to allow for field trips. Students take regular field trips to the Bronx Zoo and are released unaccompanied directly from the zoo at the end of period 9, making it impossible for students to catch the first private bus. Students who have obligations that would preclude attendance of these weekly trips cannot take the course.",biology,"(meets 5 periods per week: 1 double lab period, and 3 single periods – Open Enrollment course - May be taken as a Lab Science, 5th major, or additional class.Prerequisite: Living Environment or Regents Biology and Chemistry. Open to 11th and 12th graders).",,Prerequisite: Living Environment or Regents Biology and Chemistry,
SCN11,REGENTS CHEMISTRY,This is a general introductory chemistry course encompassing the New York State Regents syllabus in Chemistry: The Physical Setting. Emphasis is placed on developing concepts through the scientific method and laboratory exercises. The Chemistry Regents exam is taken in June.,PHYSICAL SCIENCE AND ENGINEERING,(7 periods per week for 1 year – Open Enrollment course),,,
SCN11QF,9th GRADE REGENTS CHEMISTRY,This is a general introductory chemistry course encompassing the New York State Regents syllabus in Chemistry: The Physical Setting. Emphasis is placed on developing concepts through the scientific method and laboratory exercises. Review of math skills and additional activities are included. The Chemistry Regents exam is taken in June.,PHYSICAL SCIENCE AND ENGINEERING,(7 periods per week for 1 year – Open Enrollment course),,,
SCN11H,HONORS REGENTS CHEMISTRY,"While encompassing the New York State Regents Syllabus in Chemistry: The Physical Setting, this course differs from Regents Chemistry by being more extensive and more intensive. Additional topics and advanced labs are included. The Chemistry Regents exam is taken in June.",PHYSICAL SCIENCE AND ENGINEERING,"(7 periods per week one year - Qualified Entry required, taken instead of Regents Chemistry)",,,
SCN11HF,9th GRADE HONORS REGENTS CHEMISTRY,"While encompassing the New York State Regents Syllabus in Chemistry: The Physical Setting, this course differs from Regents Chemistry by being more extensive and more intensive. Additional topics, activities and advanced labs are included. The Chemistry Regents exam is taken in June.",PHYSICAL SCIENCE AND ENGINEERING,(10 periods per week one year - Qualified Entry required; taken instead of Regents Chemistry),,,
SCN11XS,ADVANCED PLACEMENT CHEMISTRY (WITH REGENTS),"This is a course in chemical concepts and their applications. The course will cover both Regents Chemistry and AP chemistry curricula. It is geared toward outstanding students planning careers in medicine, science, and engineering. It will provide invaluable adjustments to the rigors and sophistication of university work through a laboratory and problem-solving program, with individual attention. Successful completion of this course may enable students to claim credit for an entire year of college chemistry. The AP exam may be taken in May. The Chemistry Regents exam is taken in June.",PHYSICAL SCIENCE AND ENGINEERING,"(10 periods per week: 5 double periods, including lab for 1 year – Qualified Entry required; taken instead of Regents Chemistry)",AP,,
SPN11,REGENTS PHYSICS,This is a general introductory physics course encompassing the New York State Regents syllabus in Physics: The Physical Setting. Emphasis is placed on developing concepts through the scientific method and laboratory exercises are stressed. The Physics Regents exam is taken in June.,PHYSICAL SCIENCE AND ENGINEERING,(7 periods per week for 1 year.),,Prerequisite: MRN11 OR MRN11H,
SPN11X1,AP PHYSICS 1,"While encompassing the New York State Regents Syllabus in Physics: The Physical Setting, this algebra-based course is more intensive and extensive. It includes more hands-on explorations of physics content and inquiry-based labs. It covers Newtonian mechanics, including rotational dynamics and angular momentum, work, energy, power, and mechanical waves and sound. It will also introduce electric circuits and modern Physics. The Physics Regents exam is taken in June. The AP exam may be taken in May. Students may continue, if they desire, to AP Physics 2, AP Physics C, or another science course.",PHYSICAL SCIENCE AND ENGINEERING,(10 periods per week for 1 year; Qualified Entry required; taken instead of Regents Physics.),,Prerequisite: MRN11 OR MRN11H,
SCN11X,ADVANCED PLACEMENT CHEMISTRY,"This is a course in chemical concepts and their applications. The syllabus is geared toward outstanding students planning careers in medicine, science, and engineering. It will provide invaluable adjustments to the rigors and sophistication of university work through a laboratory and problem-solving program, with individual attention. Successful completion of this course may enable students to claim credit for an entire year of college chemistry. The AP exam may be taken in May",PHYSICAL SCIENCE AND ENGINEERING,"(10 periods per week: 5 double periods, including lab –one year - May be taken as a lab science or additional class – Qualified Entry required.)",AP,Prerequisite: SCN11 OR SNC11H OR SCN11QF OR SCN11HF,
SPN11X2,AP PHYSICS 2,"This is an algebra-based physics course that covers fluid mechanics, thermodynamics, electricity and magnetism, optics, and atomic and nuclear physics. The AP exam may be taken in May.",PHYSICAL SCIENCE AND ENGINEERING,(7 periods per week for one year - May be taken as a lab science or additional class – Qualified Entry required),,Prerequisite: SPN11 OR SPN11X1 AND Prerequisite or corequisite: MPN11 OR MPN11H,
SPN11X3,ADVANCED PLACEMENT PHYSICS WITH CALCULUS (C),"This course covers two major areas for first year college physics: “mechanics"" (forces, energy, etc.) and ""electricity and magnetism"" as well as “thermodynamics” and other selected topics. Those planning a future in the Physical Sciences or engineering should apply for this course.",PHYSICAL SCIENCE AND ENGINEERING,"(10 periods per week: 5 double periods, including lab – one year - May be taken as a lab science or additional class – Qualified Entry required.)",AP,Prerequisite: SPN11 OR SPN11X1 AND Prerequisite or corequisite: MCN11XA OR MCN11XB,
SPN11CP,POST-AP PHYSICS : TOPICS IN MODERN PHYSICS,"The high school physics curriculum only covers physics concepts up to the early 1900s. In this lab science course, students will learn the basics of relativity and quantum mechanics and how they apply to topics ranging from cosmology, particle physics and the origin of mass to semiconductors and lasers. These topics will challenge students’ preconceptions of space, time, and reality itself, foster an open mind and build critical thinking skills. Students who are curious about the nature of the physical world will benefit greatly from taking this course, whether or not they intend to pursue a career in physics. The course is primarily algebra-based, but limited elements of calculus, differential equations and linear algebra will be introduced as needed.",PHYSICAL SCIENCE AND ENGINEERING,"(6 periods per week, including lab - Qualified Entry required - May be taken as a lab science or additional class)",POST AP,Prerequisite or corequisite: MCN11XA OR MCN11XB,
SCN11CA,POST-AP CHEMISTRY: QUANTITATIVE ANALYSIS,"This course emphasizes analytical techniques used in the scientific field. Students interested in medicine, environmental engineering/science, chemistry, biochemistry, pharmacy and forensic science are strongly encouraged to take this course. Students will be introduced to wet methods including titration and instrumental methods of analysis. Students will learn how statistical analysis plays a role in the laboratory collection of experimental data.",PHYSICAL SCIENCE AND ENGINEERING,"(6 periods per week, including lab – Qualified Entry required – May be taken as a lab science or additional class)",POST AP,Prerequisite: AP Chemistry,
SRN11U,ASTRONOMY AND ASTROPHYSICS,"This is a college level introduction to astronomy, stressing changing ideas of the universe and humanity's place in it. It provides a clear example of the growth and use of THEORY in science. The first term of the course deals with the history of our knowledge of the solar system-Sun, Moon, Earth, and the other planets-from the earliest watchers and simple fables to the magnificent success of Newton's gravitational theory. The second term is an introduction to the stellar astronomy: nature of light and matter, characteristics of stars, birth, evolution and death of stars, neutron stars, black holes, galaxies, the Big Bang, and cosmology and the principles of Einstein's theory of relativity. The school planetarium is used to demonstrate the observed phenomena that any theory of the universe must explain. Students will be able to identify seasonal star patterns and locate planets. Upon satisfactory completion of this yearlong course, 3 college credits may be granted from the New York State University at Albany. A fee is required for college credit.",PHYSICAL SCIENCE AND ENGINEERING,"(6 periods per week: 1 double laboratory period, 4 single recitation periods. May be taken as a lab science or additional class – Open Enrollment course)",,Prerequisite: SPN11 OR SPN11X1,
SCN11QC,INTRODUCTION TO ORGANIC CHEMISTRY,"Basic principles of organic chemistry, with applications to medical sciences and engineering, will be discussed. Laboratories will include distillation, extraction, thin layer chromatography, column chromatography, recrystallization, and synthesis of an ester.",PHYSICAL SCIENCE AND ENGINEERING,(6 periods per week. May be taken as a lab science or additional class. Open enrollment class.),,Prerequisite: SCN11 OR SNC11H OR SCN11QF OR SCN11HF OR SCN11X OR SCN11XS,
TQN11QG,GREEN DESIGN AND CLEAN TECHNOLOGY,"This project-based course explores environmental and sustainability issues through the lens of engineering. The goal of the course is to help students develop the tools and reasoning needed to design solutions to real world sustainability challenges. Students will primarily explore the challenges of systems that involve energy production, food production, waste management, and access to water. The yearlong course will culminate in a capstone project, identifying and proposing a more sustainable solution to a problem within their community.",PHYSICAL SCIENCE AND ENGINEERING,(5 periods per week for one-year - May be taken as a lab science or additional class. Open enrollment class.),,,
SKN11QB,ELECTRICAL ENGINEERING,"This project-based course builds on the fundamental engineering design principles introduced in Elements of Engineering. In the fall term, students will study and design analog circuits, focusing on practical applications including household circuits and the electrical power grid. Projects include testing common misconceptions and building ammeters. The spring semester will be devoted to digital electronics. Students will build their own logic gates and flex their creativity by programming responsive circuits using Arduinos. Projects include creating a holiday lights show and displaying lyrics on an LCD screen. Necessary programming skills will be taught; no prerequisite knowledge is required.",PHYSICAL SCIENCE AND ENGINEERING,(6 periods per week. May be taken as a lab science or additional class.),,,
